Cha Cha
id =  489 : gt = 124 , t1 = 255.7752 , t2 = 257.0802 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  318 : gt =  91 , t1 =  56.3424 , t2 =  60.1839 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  319 : gt =  90 , t1 = 270.1873 , t2 = 271.4678 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  320 : gt =  84 , t1 =  57.6229 , t2 =  80.6720 . avg.P-score = 0.4953 , ALOTC-score= 1 *
id =  321 : gt =  94 , t1 =  87.0746 , t2 =  88.3551 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  322 : gt =  72 , t1 =  56.3424 , t2 =  78.1110 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  323 : gt =  86 , t1 =  56.3424 , t2 =  57.6229 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  324 : gt =  87 , t1 =  58.3378 , t2 =  68.7090 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  325 : gt =  87 , t1 =  55.7450 , t2 =  57.0414 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  326 : gt =  87 , t1 =  55.7450 , t2 =  57.0414 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  327 : gt =  87 , t1 =  89.4513 , t2 = 117.9720 . avg.P-score = 0.6039 , ALOTC-score= 1 *
id =  328 : gt =  87 , t1 =  57.5166 , t2 =  65.3598 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  329 : gt =  87 , t1 =  75.8174 , t2 = 350.3286 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  330 : gt =  87 , t1 =  57.7842 , t2 =  91.9293 . avg.P-score = 0.4847 , ALOTC-score= 1 *
id =  331 : gt =  87 , t1 =  57.5166 , t2 =  58.8238 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  332 : gt =  80 , t1 =  56.3424 , t2 = 180.5517 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  333 : gt =  96 , t1 =  56.3424 , t2 =  57.6229 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  334 : gt =  94 , t1 =  57.6229 , t2 =  58.9034 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  335 : gt =  60 , t1 =  55.0619 , t2 =  56.3424 . avg.P-score = 0.5000 , ALOTC-score= 1 *
id =  336 : gt =  88 , t1 =  55.0619 , t2 =  56.3424 . avg.P-score = 0.0000 , ALOTC-score= 0
id =  337 : gt = 112 , t1 =  70.4280 , t2 = 111.4042 . avg.P-score = 0.5599 , ALOTC-score= 1 *
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - P-score = 0.1538 alotc = 0.2818
.
        Cha Cha : avg.P-score = 0.0194 , avg.ALOTC = 0.06306306306306306
           Jive : avg.P-score = 0.8908 , avg.ALOTC = 0.9166666666666666
      Quickstep : avg.P-score = 0.7948 , avg.ALOTC = 0.8048780487804879
          Rumba : avg.P-score = 0.0318 , avg.ALOTC = 0.05102040816326531
          Samba : avg.P-score = 0.0690 , avg.ALOTC = 0.1744186046511628
          Tango : avg.P-score = 0.3569 , avg.ALOTC = 0.4883720930232558
 Viennese Waltz : avg.P-score = 0.4996 , avg.ALOTC = 0.5076923076923077
     Slow Waltz : avg.P-score = 0.1538 , avg.ALOTC = 0.2818181818181818
.
runTime =  1927.207286119461

Process finished with exit code 0
