/home/slee/miniconda3/bin/python /home/slee/Desktop/code/mir-hw2/q3.py
floats only print 4.4f



tempo / 2 :


Cha Cha
id =  489 : gt = 124 , t1 = 127.8876 , t2 = 128.5401 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  115 : gt = 204 , t1 =  52.8281 , t2 =  53.1522 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  116 : gt = 200 , t1 =  51.5317 , t2 =  51.8558 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  117 : gt = 204 , t1 =  52.1799 , t2 =  52.5040 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  118 : gt = 204 , t1 =  52.8281 , t2 =  53.1522 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  119 : gt = 204 , t1 =  52.5040 , t2 =  53.4763 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  120 : gt = 204 , t1 =  52.1799 , t2 =  52.5040 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  121 : gt = 200 , t1 =  51.8558 , t2 =  52.5040 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  122 : gt = 208 , t1 =  13.9363 , t2 =  26.9002 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  123 : gt = 200 , t1 =  51.2076 , t2 =  52.5040 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  124 : gt = 200 , t1 =  51.5317 , t2 =  51.8558 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  125 : gt = 204 , t1 =  52.5040 , t2 =  52.8281 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  126 : gt = 208 , t1 =  53.4763 , t2 =  53.8004 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  127 : gt = 200 , t1 =  50.8835 , t2 =  51.2076 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  128 : gt = 200 , t1 =  51.2076 , t2 =  51.5317 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  129 : gt = 200 , t1 =  50.8835 , t2 =  51.2076 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  130 : gt = 204 , t1 =  14.2604 , t2 =  26.2520 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  131 : gt = 200 , t1 =  51.2076 , t2 =  52.1799 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  132 : gt = 204 , t1 =  51.8558 , t2 =  52.5040 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  133 : gt = 204 , t1 =  52.5040 , t2 =  52.8281 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  134 : gt = 204 , t1 =  52.5040 , t2 =  52.8281 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  135 : gt = 204 , t1 =  52.5040 , t2 =  52.8281 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  136 : gt = 204 , t1 =  52.5040 , t2 =  52.8281 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  137 : gt = 204 , t1 =  52.1799 , t2 =  52.5040 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  138 : gt = 204 , t1 =  13.9363 , t2 =  14.5845 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  139 : gt = 204 , t1 =  26.2520 , t2 =  52.5040 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  140 : gt = 204 , t1 =  33.0581 , t2 =  53.1522 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  141 : gt = 200 , t1 =  50.5594 , t2 =  50.8835 . avg.P-score = 0.0000 , ALOTC-score= 0  
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - P-score = 0.0000 alotc = 0.0000 

Rumba
id =  600 : gt = 104 , t1 =  53.4763 , t2 =  53.8004 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  601 : gt = 104 , t1 =  53.4763 , t2 =  53.8004 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  602 : gt = 104 , t1 =  53.4763 , t2 =  53.8004 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  603 : gt = 104 , t1 =  53.4763 , t2 =  53.8004 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  604 : gt = 104 , t1 =  53.4763 , t2 =  53.8004 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  605 : gt =  88 , t1 =  45.3739 , t2 =  45.6980 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  606 : gt =  92 , t1 =  13.9363 , t2 =  29.8171 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  607 : gt =  96 , t1 =  17.5013 , t2 =  18.7977 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  608 : gt = 100 , t1 =  51.2076 , t2 =  51.5317 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  609 : gt =  96 , t1 =  13.9363 , t2 =  14.2604 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  610 : gt = 100 , t1 =  14.2604 , t2 =  14.5845 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  611 : gt = 100 , t1 =  14.2604 , t2 =  51.5317 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  612 : gt = 100 , t1 =  51.2076 , t2 =  51.8558 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  613 : gt =  84 , t1 =  14.2604 , t2 =  43.4293 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  614 : gt = 100 , t1 =  50.5678 , t2 =  50.8941 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  615 : gt = 122 , t1 =  14.0733 , t2 =  62.1844 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  616 : gt = 122 , t1 =  14.4006 , t2 =  62.1844 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  617 : gt =  84 , t1 =  14.3547 , t2 =  43.3904 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  618 : gt =  96 , t1 =  49.5891 , t2 =  49.9153 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  619 : gt =  96 , t1 =  49.5891 , t2 =  50.2416 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  620 : gt =  96 , t1 =  49.5891 , t2 =  49.9153 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  621 : gt = 108 , t1 =  48.9795 , t2 =  49.2996 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  622 : gt = 100 , t1 =  49.9398 , t2 =  50.5801 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  623 : gt =  88 , t1 =  14.0856 , t2 =  22.0888 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  624 : gt = 120 , t1 =  13.7655 , t2 =  45.4581 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  625 : gt = 120 , t1 =  43.5373 , t2 =  43.8574 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  626 : gt = 104 , t1 =  52.1990 , t2 =  53.8302 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  627 : gt = 104 , t1 =  53.5040 , t2 =  53.8302 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  628 : gt = 104 , t1 =  53.5040 , t2 =  53.8302 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  629 : gt = 104 , t1 =  27.0782 , t2 =  53.8302 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  630 : gt = 104 , t1 =  53.5040 , t2 =  53.8302 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  631 : gt = 104 , t1 =  14.7279 , t2 =  54.0023 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  632 : gt = 104 , t1 =  53.5040 , t2 =  53.8302 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  633 : gt = 104 , t1 =  50.8941 , t2 =  53.8302 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  634 : gt = 104 , t1 =  53.8302 , t2 =  54.1565 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  635 : gt = 104 , t1 =  53.8302 , t2 =  54.1565 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  636 : gt = 104 , t1 =  54.0023 , t2 =  54.3295 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  637 : gt = 104 , t1 =  53.8302 , t2 =  54.1565 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  638 : gt = 104 , t1 =  53.5040 , t2 =  53.8302 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  639 : gt = 104 , t1 =  53.8302 , t2 =  54.4827 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  640 : gt = 104 , t1 =  53.8302 , t2 =  54.1565 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  641 : gt = 104 , t1 =  52.2885 , t2 =  52.6073 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  642 : gt = 104 , t1 =  54.0023 , t2 =  54.3295 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  643 : gt =  96 , t1 =  49.9045 , t2 =  50.2328 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  644 : gt =  96 , t1 =  49.6735 , t2 =  50.0003 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  645 : gt = 100 , t1 =  51.6342 , t2 =  51.9610 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  646 : gt = 100 , t1 =  51.6342 , t2 =  51.9610 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  647 : gt = 100 , t1 =  51.5465 , t2 =  51.8728 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  648 : gt = 100 , t1 =  51.5465 , t2 =  51.8728 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  649 : gt = 100 , t1 =  51.8728 , t2 =  52.1990 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  650 : gt = 100 , t1 =  51.5465 , t2 =  51.8728 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  651 : gt = 115 , t1 =  56.9826 , t2 =  57.6229 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  652 : gt = 135 , t1 =  20.9463 , t2 =  35.3469 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  653 : gt = 122 , t1 =  15.6862 , t2 =  60.1839 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  654 : gt = 120 , t1 =  14.0856 , t2 =  67.5468 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  655 : gt = 115 , t1 =  21.1284 , t2 =  56.9826 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  656 : gt = 141 , t1 =  71.3884 , t2 =  71.7085 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  657 : gt = 130 , t1 =  64.7791 , t2 =  66.0555 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  658 : gt = 100 , t1 =  14.2604 , t2 =  51.5317 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  659 : gt = 100 , t1 =  51.2076 , t2 =  51.5317 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  660 : gt = 100 , t1 =  51.5317 , t2 =  51.8558 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  661 : gt = 104 , t1 =  53.4763 , t2 =  53.8004 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  662 : gt = 100 , t1 =  50.8835 , t2 =  51.2076 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  663 : gt = 100 , t1 =  51.2076 , t2 =  51.5317 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  664 : gt = 104 , t1 =  14.2604 , t2 =  54.1245 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  665 : gt =  76 , t1 =  38.5678 , t2 =  38.8919 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  666 : gt =  80 , t1 =  14.2604 , t2 =  14.9086 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  667 : gt =  96 , t1 =  18.1495 , t2 =  18.4736 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  668 : gt = 100 , t1 =  49.2631 , t2 =  49.5871 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  669 : gt = 100 , t1 =  51.5317 , t2 =  51.8558 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  670 : gt = 100 , t1 =  50.8835 , t2 =  51.2076 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  671 : gt =  76 , t1 =  14.2604 , t2 =  38.8919 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  672 : gt = 100 , t1 =  13.9363 , t2 =  50.5594 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  673 : gt = 100 , t1 =  13.9363 , t2 =  14.2604 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  674 : gt = 100 , t1 =  51.5317 , t2 =  51.8558 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  675 : gt = 100 , t1 =  51.5317 , t2 = 102.7394 . avg.P-score = 0.6108 , ALOTC-score= 1 *
id =  676 : gt =  76 , t1 =  14.2604 , t2 =  16.2050 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  677 : gt =  92 , t1 =  46.9944 , t2 =  47.3185 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  678 : gt =  88 , t1 =  13.9363 , t2 =  14.2604 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  679 : gt =  92 , t1 =  21.3905 , t2 =  21.7146 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  680 : gt = 100 , t1 =  51.5317 , t2 =  51.8558 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  681 : gt = 100 , t1 =  50.8835 , t2 =  51.2076 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  682 : gt =  96 , t1 =  49.2631 , t2 =  49.5871 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  683 : gt = 100 , t1 =  51.2076 , t2 =  51.5317 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  684 : gt = 100 , t1 =  51.2076 , t2 =  51.5317 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  685 : gt = 100 , t1 =  51.2076 , t2 =  51.5317 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  686 : gt =  96 , t1 =  49.5871 , t2 =  49.9112 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  687 : gt = 100 , t1 =  51.2076 , t2 =  51.5317 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  688 : gt = 100 , t1 =  51.2076 , t2 =  51.5317 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  689 : gt =  96 , t1 =  47.3185 , t2 =  49.2631 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  690 : gt =  92 , t1 =  46.3462 , t2 =  47.9667 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  691 : gt =  92 , t1 =  46.9944 , t2 =  47.6426 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  692 : gt =  92 , t1 =  13.9363 , t2 =  14.2604 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  693 : gt = 100 , t1 =  14.2604 , t2 =  51.5317 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  694 : gt = 100 , t1 =  50.8835 , t2 =  51.5317 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  695 : gt =  76 , t1 =  38.5678 , t2 =  38.8919 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  696 : gt =  76 , t1 =  13.9363 , t2 =  38.8919 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  697 : gt =  92 , t1 =  14.4057 , t2 =  22.0888 . avg.P-score = 0.0000 , ALOTC-score= 0  
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - P-score = 0.0062 alotc = 0.0102 

Samba
id =  403 : gt = 100 , t1 =  14.2604 , t2 = 103.0635 . avg.P-score = 0.4905 , ALOTC-score= 1 *
id =  404 : gt = 100 , t1 =  31.7617 , t2 =  32.0858 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  405 : gt = 100 , t1 = 102.7394 , t2 = 103.0635 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  406 : gt = 100 , t1 =  14.2604 , t2 =  51.8558 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  407 : gt = 100 , t1 = 102.4153 , t2 = 102.7394 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  408 : gt =  92 , t1 =  13.9363 , t2 =  14.2604 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  409 : gt = 100 , t1 =  51.8558 , t2 = 102.7394 . avg.P-score = 0.5315 , ALOTC-score= 1 *
id =  410 : gt = 102 , t1 =  39.5401 , t2 =  52.8281 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  411 : gt = 104 , t1 =  53.4763 , t2 = 106.9527 . avg.P-score = 0.4587 , ALOTC-score= 1 *
id =  412 : gt =  88 , t1 =  91.0718 , t2 =  91.3959 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  413 : gt = 104 , t1 =  18.4736 , t2 =  26.5761 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  414 : gt = 104 , t1 =  14.2604 , t2 =  53.8004 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  415 : gt = 102 , t1 =  26.5761 , t2 = 105.0081 . avg.P-score = 0.4809 , ALOTC-score= 1 *
id =  416 : gt = 102 , t1 =  26.2520 , t2 = 105.6563 . avg.P-score = 0.5378 , ALOTC-score= 1 *
id =  417 : gt =  68 , t1 =  31.7617 , t2 =  70.9777 . avg.P-score = 0.5633 , ALOTC-score= 1 *
id =  418 : gt = 102 , t1 = 104.6840 , t2 = 105.0081 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  419 : gt = 102 , t1 =  52.5040 , t2 =  52.8281 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  420 : gt = 102 , t1 = 104.6840 , t2 = 105.0081 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  421 : gt = 102 , t1 = 104.6840 , t2 = 105.0081 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  422 : gt =  96 , t1 =  24.9556 , t2 =  49.5871 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  423 : gt = 102 , t1 =  52.5040 , t2 = 104.6840 . avg.P-score = 0.4735 , ALOTC-score= 1 *
id =  424 : gt = 100 , t1 = 102.4153 , t2 = 102.7394 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  425 : gt = 102 , t1 =  14.2604 , t2 =  14.5845 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  426 : gt = 100 , t1 = 102.4153 , t2 = 102.7394 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  427 : gt = 102 , t1 =  14.2604 , t2 =  31.1135 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  428 : gt = 102 , t1 = 104.6840 , t2 = 105.0081 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  429 : gt = 102 , t1 =  52.5040 , t2 =  52.8281 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  430 : gt = 100 , t1 =  51.5317 , t2 =  51.8558 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  431 : gt =  98 , t1 = 100.4707 , t2 = 100.7948 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  432 : gt = 102 , t1 = 103.3876 , t2 = 103.7117 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  433 : gt = 102 , t1 =  14.2604 , t2 =  52.1799 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  434 : gt = 102 , t1 = 104.6840 , t2 = 105.0081 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  435 : gt = 100 , t1 =  50.8835 , t2 =  51.2076 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  436 : gt = 102 , t1 = 104.3599 , t2 = 104.6840 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  437 : gt = 100 , t1 = 102.0912 , t2 = 102.4153 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  438 : gt = 100 , t1 =  25.9279 , t2 = 102.7394 . avg.P-score = 0.6048 , ALOTC-score= 1 *
id =  439 : gt = 102 , t1 =  52.5040 , t2 =  52.8281 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  440 : gt = 102 , t1 =  52.1799 , t2 =  52.5040 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  441 : gt =  88 , t1 =  22.0387 , t2 =  22.6869 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  442 : gt = 100 , t1 = 102.7394 , t2 = 103.0635 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  443 : gt = 100 , t1 = 102.7394 , t2 = 103.0635 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  444 : gt = 100 , t1 = 102.7394 , t2 = 103.0635 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  445 : gt = 100 , t1 = 102.7394 , t2 = 103.0635 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  446 : gt = 100 , t1 = 102.7394 , t2 = 103.0635 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  447 : gt = 102 , t1 =  52.1799 , t2 =  52.5040 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  448 : gt = 102 , t1 = 104.6840 , t2 = 105.0081 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  449 : gt = 102 , t1 =  52.1799 , t2 =  52.5040 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  450 : gt =  96 , t1 =  24.9556 , t2 =  98.8502 . avg.P-score = 0.3774 , ALOTC-score= 1 *
id =  451 : gt = 100 , t1 =  51.8558 , t2 = 102.7394 . avg.P-score = 0.6891 , ALOTC-score= 1 *
id =  452 : gt = 102 , t1 =  39.2160 , t2 = 105.0081 . avg.P-score = 0.4768 , ALOTC-score= 1 *
id =  453 : gt = 102 , t1 = 104.6840 , t2 = 105.0081 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  454 : gt =  74 , t1 =  75.1910 , t2 =  75.5151 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  455 : gt = 224 , t1 =  25.7733 , t2 =  26.0995 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  456 : gt = 102 , t1 =  52.8515 , t2 = 105.3768 . avg.P-score = 0.3476 , ALOTC-score= 1 *
id =  457 : gt = 100 , t1 =  26.0995 , t2 = 103.7456 . avg.P-score = 0.3890 , ALOTC-score= 1 *
id =  458 : gt = 102 , t1 = 105.3768 , t2 = 105.7030 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  459 : gt = 100 , t1 = 103.0931 , t2 = 103.4193 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  460 : gt = 104 , t1 =  52.8210 , t2 = 105.3218 . avg.P-score = 0.4658 , ALOTC-score= 1 *
id =  461 : gt = 104 , t1 =  62.7449 , t2 =  63.0650 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  462 : gt = 104 , t1 =  53.1411 , t2 = 105.3218 . avg.P-score = 0.4605 , ALOTC-score= 1 *
id =  463 : gt = 104 , t1 =  27.0782 , t2 = 107.3343 . avg.P-score = 0.4178 , ALOTC-score= 1 *
id =  464 : gt = 102 , t1 = 105.0505 , t2 = 105.3768 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  465 : gt = 104 , t1 = 107.6772 , t2 = 108.0045 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  466 : gt = 104 , t1 = 107.6772 , t2 = 108.0045 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  467 : gt = 104 , t1 = 107.3343 , t2 = 107.6605 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  468 : gt = 104 , t1 =  53.6750 , t2 =  54.0023 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  469 : gt = 102 , t1 =  53.8302 , t2 = 107.3343 . avg.P-score = 0.3669 , ALOTC-score= 1 *
id =  470 : gt = 104 , t1 =  53.8302 , t2 =  54.1565 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  471 : gt = 100 , t1 = 103.4193 , t2 = 103.7456 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  472 : gt = 100 , t1 =  25.7733 , t2 =  26.0995 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  473 : gt = 100 , t1 =  25.7733 , t2 =  26.0995 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  474 : gt = 104 , t1 = 107.3343 , t2 = 107.6605 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  475 : gt = 104 , t1 = 107.3343 , t2 = 107.6605 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  476 : gt = 104 , t1 = 107.3343 , t2 = 107.6605 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  477 : gt = 100 , t1 =  32.6244 , t2 = 103.4193 . avg.P-score = 0.5581 , ALOTC-score= 1 *
id =  478 : gt = 100 , t1 = 103.0931 , t2 = 103.4193 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  479 : gt = 100 , t1 =  51.8728 , t2 = 103.4193 . avg.P-score = 0.6676 , ALOTC-score= 1 *
id =  480 : gt = 202 , t1 = 101.4803 , t2 = 101.8004 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  481 : gt = 100 , t1 =  25.8171 , t2 = 103.5953 . avg.P-score = 0.4983 , ALOTC-score= 1 *
id =  482 : gt = 100 , t1 =  14.3792 , t2 = 103.5953 . avg.P-score = 0.5620 , ALOTC-score= 1 *
id =  483 : gt = 100 , t1 = 103.5953 , t2 = 103.9221 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  484 : gt = 100 , t1 =  25.8171 , t2 =  26.1439 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  485 : gt = 100 , t1 =  25.7733 , t2 =  26.0995 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  486 : gt = 100 , t1 =  51.8728 , t2 = 103.4193 . avg.P-score = 0.6169 , ALOTC-score= 1 *
id =  487 : gt = 100 , t1 =  26.4258 , t2 = 105.3768 . avg.P-score = 0.4642 , ALOTC-score= 1 *
id =  488 : gt = 100 , t1 = 103.7540 , t2 = 104.0823 . avg.P-score = 1.0000 , ALOTC-score= 1 *
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - P-score = 0.5407 alotc = 0.6744 

Tango
id =  142 : gt = 128 , t1 =  14.2604 , t2 =  32.4099 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  143 : gt = 128 , t1 =  14.2604 , t2 =  16.5290 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  144 : gt = 128 , t1 =  15.5568 , t2 =  32.7340 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  145 : gt = 128 , t1 =  32.7340 , t2 =  33.0581 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  146 : gt = 128 , t1 =  65.7921 , t2 =  66.1162 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  147 : gt = 128 , t1 =  65.7921 , t2 =  66.7644 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  148 : gt = 128 , t1 =  66.1162 , t2 =  66.4403 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  149 : gt = 128 , t1 =  18.4736 , t2 =  33.3822 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  150 : gt = 128 , t1 =  15.5568 , t2 =  32.7340 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  151 : gt = 132 , t1 =  33.7063 , t2 =  34.0304 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  152 : gt = 128 , t1 =  14.2604 , t2 =  33.0581 . avg.P-score = 0.0000 , ALOTC-score= 0  
