floats only print 4.4f
Cha Cha
id =  489 : gt = 124 , t1 = 255.7752 , t2 = 257.0802 . t1/t2 = 1.0051 , t1/gt = 2.0627 , t2/gt = 2.0732
id =  361 : gt = 180 , t1 = 185.3846 , t2 = 187.9774 . t1/t2 = 1.0140 , t1/gt = 1.0299 , t2/gt = 1.0443
id =  362 : gt = 180 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.3169 , t2/gt = 0.3241
id =  363 : gt = 180 , t1 = 185.3846 , t2 = 186.6810 . t1/t2 = 1.0070 , t1/gt = 1.0299 , t2/gt = 1.0371
id =  364 : gt = 177 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.3223 , t2/gt = 0.3296
id =  365 : gt = 180 , t1 = 185.3846 , t2 = 186.6810 . t1/t2 = 1.0070 , t1/gt = 1.0299 , t2/gt = 1.0371
id =  366 : gt = 180 , t1 =  57.0414 , t2 =  59.6342 . t1/t2 = 1.0455 , t1/gt = 0.3169 , t2/gt = 0.3313
id =  367 : gt = 180 , t1 =  57.0414 , t2 = 184.0882 . t1/t2 = 3.2273 , t1/gt = 0.3169 , t2/gt = 1.0227
id =  368 : gt = 180 , t1 =  57.0414 , t2 =  59.6342 . t1/t2 = 1.0455 , t1/gt = 0.3169 , t2/gt = 0.3313
id =  369 : gt = 180 , t1 =  57.0414 , t2 = 181.4955 . t1/t2 = 3.1818 , t1/gt = 0.3169 , t2/gt = 1.0083
id =  370 : gt = 180 , t1 =  58.3378 , t2 =  59.6342 . t1/t2 = 1.0222 , t1/gt = 0.3241 , t2/gt = 0.3313
id =  371 : gt = 180 , t1 = 185.3846 , t2 = 186.6810 . t1/t2 = 1.0070 , t1/gt = 1.0299 , t2/gt = 1.0371
id =  372 : gt = 180 , t1 = 184.0882 , t2 = 185.3846 . t1/t2 = 1.0070 , t1/gt = 1.0227 , t2/gt = 1.0299
id =  373 : gt = 174 , t1 =  55.7450 , t2 =  57.0414 . t1/t2 = 1.0233 , t1/gt = 0.3204 , t2/gt = 0.3278
id =  374 : gt = 177 , t1 =  57.0414 , t2 =  59.6342 . t1/t2 = 1.0455 , t1/gt = 0.3223 , t2/gt = 0.3369
id =  375 : gt = 177 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.3223 , t2/gt = 0.3296
id =  376 : gt = 177 , t1 =  57.0414 , t2 =  59.6342 . t1/t2 = 1.0455 , t1/gt = 0.3223 , t2/gt = 0.3369
id =  377 : gt = 177 , t1 =  55.7450 , t2 =  57.0414 . t1/t2 = 1.0233 , t1/gt = 0.3149 , t2/gt = 0.3223
id =  378 : gt = 177 , t1 =  55.7450 , t2 =  57.0414 . t1/t2 = 1.0233 , t1/gt = 0.3149 , t2/gt = 0.3223
id =  379 : gt = 177 , t1 = 182.7918 , t2 = 184.0882 . t1/t2 = 1.0071 , t1/gt = 1.0327 , t2/gt = 1.0400
id =  380 : gt = 177 , t1 =  59.6342 , t2 = 181.4955 . t1/t2 = 3.0435 , t1/gt = 0.3369 , t2/gt = 1.0254
id =  381 : gt = 174 , t1 = 178.9027 , t2 = 180.1991 . t1/t2 = 1.0072 , t1/gt = 1.0282 , t2/gt = 1.0356
id =  382 : gt = 177 , t1 =  58.3378 , t2 = 182.7918 . t1/t2 = 3.1333 , t1/gt = 0.3296 , t2/gt = 1.0327
id =  383 : gt = 177 , t1 =  58.3378 , t2 =  62.2270 . t1/t2 = 1.0667 , t1/gt = 0.3296 , t2/gt = 0.3516
id =  384 : gt = 177 , t1 =  57.0414 , t2 =  59.6342 . t1/t2 = 1.0455 , t1/gt = 0.3223 , t2/gt = 0.3369
id =  385 : gt = 177 , t1 =  57.0414 , t2 = 182.7918 . t1/t2 = 3.2045 , t1/gt = 0.3223 , t2/gt = 1.0327
id =  386 : gt = 177 , t1 = 181.4955 , t2 = 182.7918 . t1/t2 = 1.0071 , t1/gt = 1.0254 , t2/gt = 1.0327
id =  387 : gt = 174 , t1 =  55.7450 , t2 =  57.0414 . t1/t2 = 1.0233 , t1/gt = 0.3204 , t2/gt = 0.3278
id =  388 : gt = 177 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.3223 , t2/gt = 0.3296
id =  389 : gt = 174 , t1 =  58.3378 , t2 =  59.6342 . t1/t2 = 1.0222 , t1/gt = 0.3353 , t2/gt = 0.3427
id =  390 : gt = 177 , t1 = 181.4955 , t2 = 182.7918 . t1/t2 = 1.0071 , t1/gt = 1.0254 , t2/gt = 1.0327
id =  391 : gt = 177 , t1 = 181.3916 , t2 = 182.6966 . t1/t2 = 1.0072 , t1/gt = 1.0248 , t2/gt = 1.0322
id =  392 : gt = 180 , t1 =  57.6024 , t2 =  60.2207 . t1/t2 = 1.0455 , t1/gt = 0.3200 , t2/gt = 0.3346
id =  393 : gt = 180 , t1 =  62.1254 , t2 =  63.4472 . t1/t2 = 1.0213 , t1/gt = 0.3451 , t2/gt = 0.3525
id =  394 : gt = 180 , t1 =  60.0289 , t2 = 123.9727 . t1/t2 = 2.0652 , t1/gt = 0.3335 , t2/gt = 0.6887
id =  395 : gt = 180 , t1 =  57.4189 , t2 = 187.9165 . t1/t2 = 3.2727 , t1/gt = 0.3190 , t2/gt = 1.0440
id =  396 : gt = 174 , t1 = 178.7817 , t2 = 180.0867 . t1/t2 = 1.0073 , t1/gt = 1.0275 , t2/gt = 1.0350
id =  397 : gt = 174 , t1 =  58.7239 , t2 = 120.0578 . t1/t2 = 2.0444 , t1/gt = 0.3375 , t2/gt = 0.6900
id =  398 : gt = 180 , t1 =  58.9115 , t2 =  60.2207 . t1/t2 = 1.0222 , t1/gt = 0.3273 , t2/gt = 0.3346
id =  399 : gt = 180 , t1 = 122.6677 , t2 = 123.9727 . t1/t2 = 1.0106 , t1/gt = 0.6815 , t2/gt = 0.6887
id =  400 : gt = 180 , t1 = 186.9291 , t2 = 188.2362 . t1/t2 = 1.0070 , t1/gt = 1.0385 , t2/gt = 1.0458
id =  401 : gt = 174 , t1 =  58.8238 , t2 =  60.1310 . t1/t2 = 1.0222 , t1/gt = 0.3381 , t2/gt = 0.3456
id =  402 : gt = 177 , t1 =  57.5166 , t2 =  58.8238 . t1/t2 = 1.0227 , t1/gt = 0.3250 , t2/gt = 0.3323
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.5206
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 0.5402
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 0.7107
Slow Waltz
id =  228 : gt =  87 , t1 =  57.0414 , t2 =  59.6342 . t1/t2 = 1.0455 , t1/gt = 0.6556 , t2/gt = 0.6855
id =  229 : gt =  87 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.6556 , t2/gt = 0.6705
id =  230 : gt =  87 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.6556 , t2/gt = 0.6705
id =  231 : gt =  87 , t1 = 178.9027 , t2 = 180.1991 . t1/t2 = 1.0072 , t1/gt = 2.0564 , t2/gt = 2.0713
id =  232 : gt =  87 , t1 =  55.7450 , t2 =  84.2657 . t1/t2 = 1.5116 , t1/gt = 0.6407 , t2/gt = 0.9686
id =  233 : gt =  84 , t1 =  55.7450 , t2 =  57.0414 . t1/t2 = 1.0233 , t1/gt = 0.6636 , t2/gt = 0.6791
id =  234 : gt =  84 , t1 = 171.1243 , t2 = 172.4207 . t1/t2 = 1.0076 , t1/gt = 2.0372 , t2/gt = 2.0526
id =  235 : gt =  84 , t1 =  57.0414 , t2 =  90.7477 . t1/t2 = 1.5909 , t1/gt = 0.6791 , t2/gt = 1.0803
id =  236 : gt =  87 , t1 =  58.3378 , t2 =  90.7477 . t1/t2 = 1.5556 , t1/gt = 0.6705 , t2/gt = 1.0431
id =  237 : gt =  87 , t1 =  57.0414 , t2 =  59.6342 . t1/t2 = 1.0455 , t1/gt = 0.6556 , t2/gt = 0.6855
id =  238 : gt =  87 , t1 =  57.0414 , t2 = 178.9027 . t1/t2 = 3.1364 , t1/gt = 0.6556 , t2/gt = 2.0564
id =  239 : gt =  87 , t1 =  55.7450 , t2 =  90.7477 . t1/t2 = 1.6279 , t1/gt = 0.6407 , t2/gt = 1.0431
id =  240 : gt =  87 , t1 = 178.9027 , t2 = 180.1991 . t1/t2 = 1.0072 , t1/gt = 2.0564 , t2/gt = 2.0713
id =  241 : gt =  84 , t1 =  55.7450 , t2 = 146.4928 . t1/t2 = 2.6279 , t1/gt = 0.6636 , t2/gt = 1.7440
id =  242 : gt =  87 , t1 =  57.0414 , t2 =  82.9693 . t1/t2 = 1.4545 , t1/gt = 0.6556 , t2/gt = 0.9537
id =  243 : gt =  87 , t1 =  57.0414 , t2 =  60.9306 . t1/t2 = 1.0682 , t1/gt = 0.6556 , t2/gt = 0.7004
id =  244 : gt =  87 , t1 =  57.0414 , t2 =  88.1549 . t1/t2 = 1.5455 , t1/gt = 0.6556 , t2/gt = 1.0133
id =  245 : gt =  87 , t1 =  55.7450 , t2 =  57.0414 . t1/t2 = 1.0233 , t1/gt = 0.6407 , t2/gt = 0.6556
id =  246 : gt =  87 , t1 =  58.3378 , t2 =  86.8585 . t1/t2 = 1.4889 , t1/gt = 0.6705 , t2/gt = 0.9984
id =  247 : gt =  87 , t1 =  57.0414 , t2 =  89.4513 . t1/t2 = 1.5682 , t1/gt = 0.6556 , t2/gt = 1.0282
id =  248 : gt =  87 , t1 =  55.7450 , t2 =  92.0441 . t1/t2 = 1.6512 , t1/gt = 0.6407 , t2/gt = 1.0580
id =  249 : gt =  87 , t1 =  89.4513 , t2 =  90.7477 . t1/t2 = 1.0145 , t1/gt = 1.0282 , t2/gt = 1.0431
id =  250 : gt =  87 , t1 =  57.0414 , t2 =  92.0441 . t1/t2 = 1.6136 , t1/gt = 0.6556 , t2/gt = 1.0580
id =  251 : gt =  87 , t1 =  55.7450 , t2 =  57.0414 . t1/t2 = 1.0233 , t1/gt = 0.6407 , t2/gt = 0.6556
id =  252 : gt =  87 , t1 =  57.0414 , t2 =  89.4513 . t1/t2 = 1.5682 , t1/gt = 0.6556 , t2/gt = 1.0282
id =  253 : gt =  87 , t1 =  55.7450 , t2 =  58.3378 . t1/t2 = 1.0465 , t1/gt = 0.6407 , t2/gt = 0.6705
id =  254 : gt =  87 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.6556 , t2/gt = 0.6705
id =  255 : gt =  84 , t1 =  57.0414 , t2 = 172.4207 . t1/t2 = 3.0227 , t1/gt = 0.6791 , t2/gt = 2.0526
id =  256 : gt =  87 , t1 =  55.7450 , t2 =  58.3378 . t1/t2 = 1.0465 , t1/gt = 0.6407 , t2/gt = 0.6705
id =  257 : gt =  87 , t1 =  57.0414 , t2 =  72.5982 . t1/t2 = 1.2727 , t1/gt = 0.6556 , t2/gt = 0.8345
id =  258 : gt =  84 , t1 =  55.7450 , t2 =  57.0414 . t1/t2 = 1.0233 , t1/gt = 0.6636 , t2/gt = 0.6791
id =  259 : gt =  81 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.7042 , t2/gt = 0.7202
id =  260 : gt =  87 , t1 =  57.0414 , t2 =  86.8585 . t1/t2 = 1.5227 , t1/gt = 0.6556 , t2/gt = 0.9984
id =  261 : gt =  87 , t1 =  58.3378 , t2 = 178.9027 . t1/t2 = 3.0667 , t1/gt = 0.6705 , t2/gt = 2.0564
id =  262 : gt =  87 , t1 = 177.6063 , t2 = 178.9027 . t1/t2 = 1.0073 , t1/gt = 2.0415 , t2/gt = 2.0564
id =  263 : gt =  87 , t1 =  55.7450 , t2 =  58.3378 . t1/t2 = 1.0465 , t1/gt = 0.6407 , t2/gt = 0.6705
id =  264 : gt =  87 , t1 = 178.9027 , t2 = 180.1991 . t1/t2 = 1.0072 , t1/gt = 2.0564 , t2/gt = 2.0713
id =  265 : gt =  84 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.6791 , t2/gt = 0.6945
id =  266 : gt =  84 , t1 =  57.0414 , t2 = 177.6063 . t1/t2 = 3.1136 , t1/gt = 0.6791 , t2/gt = 2.1144
id =  267 : gt =  84 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.6791 , t2/gt = 0.6945
id =  268 : gt =  84 , t1 = 173.7171 , t2 = 175.0135 . t1/t2 = 1.0075 , t1/gt = 2.0681 , t2/gt = 2.0835
id =  269 : gt =  84 , t1 =  57.0414 , t2 =  85.5621 . t1/t2 = 1.5000 , t1/gt = 0.6791 , t2/gt = 1.0186
id =  270 : gt =  84 , t1 =  84.2657 , t2 =  85.5621 . t1/t2 = 1.0154 , t1/gt = 1.0032 , t2/gt = 1.0186
id =  271 : gt =  84 , t1 =  60.9306 , t2 =  68.7090 . t1/t2 = 1.1277 , t1/gt = 0.7254 , t2/gt = 0.8180
id =  272 : gt =  87 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.6556 , t2/gt = 0.6705
id =  273 : gt =  84 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.6791 , t2/gt = 0.6945
id =  274 : gt =  87 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.6556 , t2/gt = 0.6705
id =  275 : gt =  84 , t1 =  55.7450 , t2 =  57.0414 . t1/t2 = 1.0233 , t1/gt = 0.6636 , t2/gt = 0.6791
id =  276 : gt =  87 , t1 =  57.0414 , t2 =  59.6342 . t1/t2 = 1.0455 , t1/gt = 0.6556 , t2/gt = 0.6855
id =  277 : gt =  87 , t1 =  57.0414 , t2 =  59.6342 . t1/t2 = 1.0455 , t1/gt = 0.6556 , t2/gt = 0.6855
id =  278 : gt =  84 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.6791 , t2/gt = 0.6945
id =  279 : gt =  84 , t1 =  57.0414 , t2 =  62.2270 . t1/t2 = 1.0909 , t1/gt = 0.6791 , t2/gt = 0.7408
id =  280 : gt =  87 , t1 =  57.0414 , t2 =  63.5234 . t1/t2 = 1.1136 , t1/gt = 0.6556 , t2/gt = 0.7302
id =  281 : gt =  84 , t1 =  85.5621 , t2 =  86.8585 . t1/t2 = 1.0152 , t1/gt = 1.0186 , t2/gt = 1.0340
id =  282 : gt =  87 , t1 = 175.0135 , t2 = 177.6063 . t1/t2 = 1.0148 , t1/gt = 2.0116 , t2/gt = 2.0415
id =  283 : gt =  87 , t1 = 172.4207 , t2 = 177.6063 . t1/t2 = 1.0301 , t1/gt = 1.9818 , t2/gt = 2.0415
id =  284 : gt =  87 , t1 =  55.7450 , t2 =  57.0414 . t1/t2 = 1.0233 , t1/gt = 0.6407 , t2/gt = 0.6556
id =  285 : gt =  87 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.6556 , t2/gt = 0.6705
id =  286 : gt =  84 , t1 =  54.4486 , t2 =  57.0414 . t1/t2 = 1.0476 , t1/gt = 0.6482 , t2/gt = 0.6791
id =  287 : gt =  84 , t1 = 173.7171 , t2 = 177.6063 . t1/t2 = 1.0224 , t1/gt = 2.0681 , t2/gt = 2.1144
id =  288 : gt =  87 , t1 =  59.6342 , t2 =  92.0441 . t1/t2 = 1.5435 , t1/gt = 0.6855 , t2/gt = 1.0580
id =  289 : gt =  87 , t1 = 178.9027 , t2 = 180.1991 . t1/t2 = 1.0072 , t1/gt = 2.0564 , t2/gt = 2.0713
id =  290 : gt =  87 , t1 =  57.0414 , t2 =  84.2657 . t1/t2 = 1.4773 , t1/gt = 0.6556 , t2/gt = 0.9686
id =  291 : gt =  84 , t1 =  55.7450 , t2 =  59.6342 . t1/t2 = 1.0698 , t1/gt = 0.6636 , t2/gt = 0.7099
id =  292 : gt =  87 , t1 =  57.0414 , t2 =  59.6342 . t1/t2 = 1.0455 , t1/gt = 0.6556 , t2/gt = 0.6855
id =  293 : gt =  87 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.6556 , t2/gt = 0.6705
id =  294 : gt =  87 , t1 = 178.9027 , t2 = 180.1991 . t1/t2 = 1.0072 , t1/gt = 2.0564 , t2/gt = 2.0713
id =  295 : gt =  84 , t1 =  82.9693 , t2 = 173.7171 . t1/t2 = 2.0938 , t1/gt = 0.9877 , t2/gt = 2.0681
id =  296 : gt =  87 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.6556 , t2/gt = 0.6705
id =  297 : gt =  87 , t1 =  89.4513 , t2 = 180.1991 . t1/t2 = 2.0145 , t1/gt = 1.0282 , t2/gt = 2.0713
id =  298 : gt =  87 , t1 =  57.0414 , t2 =  93.3405 . t1/t2 = 1.6364 , t1/gt = 0.6556 , t2/gt = 1.0729
id =  299 : gt =  87 , t1 =  57.0414 , t2 = 180.1991 . t1/t2 = 3.1591 , t1/gt = 0.6556 , t2/gt = 2.0713
id =  300 : gt =  87 , t1 =  58.3378 , t2 = 178.9027 . t1/t2 = 3.0667 , t1/gt = 0.6705 , t2/gt = 2.0564
id =  301 : gt =  84 , t1 =  57.0414 , t2 = 171.1243 . t1/t2 = 3.0000 , t1/gt = 0.6791 , t2/gt = 2.0372
id =  302 : gt =  84 , t1 =  57.0414 , t2 =  58.3378 . t1/t2 = 1.0227 , t1/gt = 0.6791 , t2/gt = 0.6945
id =  303 : gt =  84 , t1 =  57.4189 , t2 =  58.7239 . t1/t2 = 1.0227 , t1/gt = 0.6836 , t2/gt = 0.6991
id =  304 : gt =  87 , t1 =  57.6024 , t2 = 183.2804 . t1/t2 = 3.1818 , t1/gt = 0.6621 , t2/gt = 2.1067
id =  305 : gt =  90 , t1 =  87.7127 , t2 = 153.1700 . t1/t2 = 1.7463 , t1/gt = 0.9746 , t2/gt = 1.7019
id =  306 : gt =  87 , t1 =  57.6024 , t2 =  58.9115 . t1/t2 = 1.0227 , t1/gt = 0.6621 , t2/gt = 0.6771
id =  307 : gt =  84 , t1 =  70.9205 , t2 =  95.8740 . t1/t2 = 1.3519 , t1/gt = 0.8443 , t2/gt = 1.1414
id =  308 : gt =  90 , t1 =  57.6024 , t2 = 124.3688 . t1/t2 = 2.1591 , t1/gt = 0.6400 , t2/gt = 1.3819
id =  309 : gt =  84 , t1 =  57.4189 , t2 =  86.1284 . t1/t2 = 1.5000 , t1/gt = 0.6836 , t2/gt = 1.0253
id =  310 : gt =  84 , t1 =  56.1140 , t2 =  57.4189 . t1/t2 = 1.0233 , t1/gt = 0.6680 , t2/gt = 0.6836
id =  311 : gt =  84 , t1 =  57.4189 , t2 =  86.1284 . t1/t2 = 1.5000 , t1/gt = 0.6836 , t2/gt = 1.0253
id =  312 : gt =  84 , t1 =  56.1140 , t2 =  57.4189 . t1/t2 = 1.0233 , t1/gt = 0.6680 , t2/gt = 0.6836
id =  313 : gt =  84 , t1 =  88.7384 , t2 =  90.0433 . t1/t2 = 1.0147 , t1/gt = 1.0564 , t2/gt = 1.0719
id =  314 : gt =  84 , t1 =  56.1140 , t2 =  57.4189 . t1/t2 = 1.0233 , t1/gt = 0.6680 , t2/gt = 0.6836
id =  315 : gt =  84 , t1 =  56.1140 , t2 =  57.4189 . t1/t2 = 1.0233 , t1/gt = 0.6680 , t2/gt = 0.6836
id =  316 : gt =  84 , t1 = 163.6432 , t2 = 172.8072 . t1/t2 = 1.0560 , t1/gt = 1.9481 , t2/gt = 2.0572
id =  317 : gt =  84 , t1 =  57.4189 , t2 =  84.8234 . t1/t2 = 1.4773 , t1/gt = 0.6836 , t2/gt = 1.0098
id =  318 : gt =  91 , t1 =  56.3424 , t2 =  60.1839 . t1/t2 = 1.0682 , t1/gt = 0.6191 , t2/gt = 0.6614
id =  319 : gt =  90 , t1 = 270.1873 , t2 = 271.4678 . t1/t2 = 1.0047 , t1/gt = 3.0021 , t2/gt = 3.0163
id =  320 : gt =  84 , t1 =  57.6229 , t2 =  80.6720 . t1/t2 = 1.4000 , t1/gt = 0.6860 , t2/gt = 0.9604
id =  321 : gt =  94 , t1 =  87.0746 , t2 =  88.3551 . t1/t2 = 1.0147 , t1/gt = 0.9263 , t2/gt = 0.9399
id =  322 : gt =  72 , t1 =  56.3424 , t2 =  78.1110 . t1/t2 = 1.3864 , t1/gt = 0.7825 , t2/gt = 1.0849
id =  323 : gt =  86 , t1 =  56.3424 , t2 =  57.6229 . t1/t2 = 1.0227 , t1/gt = 0.6551 , t2/gt = 0.6700
id =  324 : gt =  87 , t1 =  58.3378 , t2 =  68.7090 . t1/t2 = 1.1778 , t1/gt = 0.6705 , t2/gt = 0.7898
id =  325 : gt =  87 , t1 =  55.7450 , t2 =  57.0414 . t1/t2 = 1.0233 , t1/gt = 0.6407 , t2/gt = 0.6556
id =  326 : gt =  87 , t1 =  55.7450 , t2 =  57.0414 . t1/t2 = 1.0233 , t1/gt = 0.6407 , t2/gt = 0.6556
id =  327 : gt =  87 , t1 =  89.4513 , t2 = 117.9720 . t1/t2 = 1.3188 , t1/gt = 1.0282 , t2/gt = 1.3560
id =  328 : gt =  87 , t1 =  57.5166 , t2 =  65.3598 . t1/t2 = 1.1364 , t1/gt = 0.6611 , t2/gt = 0.7513
id =  329 : gt =  87 , t1 =  75.8174 , t2 = 350.3286 . t1/t2 = 4.6207 , t1/gt = 0.8715 , t2/gt = 4.0268
id =  330 : gt =  87 , t1 =  57.7842 , t2 =  91.9293 . t1/t2 = 1.5909 , t1/gt = 0.6642 , t2/gt = 1.0567
id =  331 : gt =  87 , t1 =  57.5166 , t2 =  58.8238 . t1/t2 = 1.0227 , t1/gt = 0.6611 , t2/gt = 0.6761
id =  332 : gt =  80 , t1 =  56.3424 , t2 = 180.5517 . t1/t2 = 3.2045 , t1/gt = 0.7043 , t2/gt = 2.2569
id =  333 : gt =  96 , t1 =  56.3424 , t2 =  57.6229 . t1/t2 = 1.0227 , t1/gt = 0.5869 , t2/gt = 0.6002
id =  334 : gt =  94 , t1 =  57.6229 , t2 =  58.9034 . t1/t2 = 1.0222 , t1/gt = 0.6130 , t2/gt = 0.6266
id =  335 : gt =  60 , t1 =  55.0619 , t2 =  56.3424 . t1/t2 = 1.0233 , t1/gt = 0.9177 , t2/gt = 0.9390
id =  336 : gt =  88 , t1 =  55.0619 , t2 =  56.3424 . t1/t2 = 1.0233 , t1/gt = 0.6257 , t2/gt = 0.6403
id =  337 : gt = 112 , t1 =  70.4280 , t2 = 111.4042 . t1/t2 = 1.5818 , t1/gt = 0.6288 , t2/gt = 0.9947
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.3978
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 0.8671
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 1.1524
.
        Cha Cha : avg.t2/t1 = 1.4537 , avg.t1/gt = 1.7842 , avg.t2/gt = 2.0464
           Jive : avg.t2/t1 = 1.1017 , avg.t1/gt = 1.0095 , avg.t2/gt = 1.0723
      Quickstep : avg.t2/t1 = 1.3960 , avg.t1/gt = 0.8201 , avg.t2/gt = 0.9590
          Rumba : avg.t2/t1 = 1.4777 , avg.t1/gt = 1.5919 , avg.t2/gt = 1.8927
          Samba : avg.t2/t1 = 1.7279 , avg.t1/gt = 2.5271 , avg.t2/gt = 3.3165
          Tango : avg.t2/t1 = 1.6480 , avg.t1/gt = 0.9703 , avg.t2/gt = 1.3311
 Viennese Waltz : avg.t2/t1 = 1.5206 , avg.t1/gt = 0.5402 , avg.t2/gt = 0.7107
     Slow Waltz : avg.t2/t1 = 1.3978 , avg.t1/gt = 0.8671 , avg.t2/gt = 1.1524
.
runTime =  1759.5423138141632

Process finished with exit code 0
