/home/slee/miniconda3/bin/python /home/slee/Desktop/code/mir-hw2/q5.py



tempo / 2 :


Cha Cha
id = 489 , gt =124 , t1 = 246.0938 , t2 =492.1875 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9846 , t2/gt = 3.9693
id = 124 , gt =200 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 1.9877 , t2/gt = 2.0672
id = 125 , gt =204 , t1 = 413.4375 , t2 =492.1875 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1905 , t1/gt = 2.0267 , t2/gt = 2.4127
id = 126 , gt =208 , t1 = 413.4375 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2500 , t1/gt = 1.9877 , t2/gt = 2.4846
id = 127 , gt =200 , t1 = 397.5361 , t2 =795.0721 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9877 , t2/gt = 3.9754
id = 128 , gt =200 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 1.9877 , t2/gt = 2.0672
id = 129 , gt =200 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 1.9877 , t2/gt = 2.0672
id = 130 , gt =204 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 1.9487 , t2/gt = 2.0267
id = 131 , gt =200 , t1 = 397.5361 , t2 =492.1875 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2381 , t1/gt = 1.9877 , t2/gt = 2.4609
id = 132 , gt =204 , t1 = 397.5361 , t2 =795.0721 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9487 , t2/gt = 3.8974
id = 133 , gt =204 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 1.9487 , t2/gt = 2.0267
id = 134 , gt =204 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 1.9487 , t2/gt = 2.0267
id = 135 , gt =204 , t1 = 413.4375 , t2 =607.9963 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4706 , t1/gt = 2.0267 , t2/gt = 2.9804
id = 136 , gt =204 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 1.9487 , t2/gt = 2.0267
id = 137 , gt =204 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 1.9487 , t2/gt = 2.0267
id = 138 , gt =204 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 1.9487 , t2/gt = 2.0267
id = 139 , gt =204 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 1.9487 , t2/gt = 2.0267
id = 140 , gt =204 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 1.9487 , t2/gt = 2.0267
id = 141 , gt =200 , t1 = 382.8125 , t2 =397.5361 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0385 , t1/gt = 1.9141 , t2/gt = 1.9877
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Quickstep : avg.P-score = 0.0000 , avg.ALOTC = 0.0000
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.1772
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 1.9996
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 2.3574
Rumba
id = 600 , gt =104 , t1 = 413.4375 , t2 =826.8750 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 601 , gt =104 , t1 = 413.4375 , t2 =826.8750 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 602 , gt =104 , t1 = 413.4375 , t2 =826.8750 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 603 , gt =104 , t1 = 413.4375 , t2 =826.8750 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 604 , gt =104 , t1 = 413.4375 , t2 =795.0721 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9231 , t1/gt = 3.9754 , t2/gt = 7.6449
id = 605 , gt = 88 , t1 = 356.4116 , t2 =689.0625 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 4.0501 , t2/gt = 7.8303
id = 606 , gt = 92 , t1 = 369.1406 , t2 =492.1875 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3333 , t1/gt = 4.0124 , t2/gt = 5.3499
id = 607 , gt = 96 , t1 = 382.8125 , t2 =397.5361 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0385 , t1/gt = 3.9876 , t2/gt = 4.1410
id = 608 , gt =100 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 3.9754 , t2/gt = 4.1344
id = 609 , gt = 96 , t1 = 382.8125 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3500 , t1/gt = 3.9876 , t2/gt = 5.3833
id = 610 , gt =100 , t1 = 397.5361 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 3.9754 , t2/gt = 5.4400
id = 611 , gt =100 , t1 = 397.5361 , t2 =795.0721 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 612 , gt =100 , t1 = 397.5361 , t2 =492.1875 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2381 , t1/gt = 3.9754 , t2/gt = 4.9219
id = 613 , gt = 84 , t1 = 645.9961 , t2 =689.0625 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 7.6904 , t2/gt = 8.2031
id = 614 , gt =100 , t1 = 382.8125 , t2 =397.5361 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0385 , t1/gt = 3.8281 , t2/gt = 3.9754
id = 615 , gt =122 , t1 = 469.8153 , t2 =492.1875 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 3.8509 , t2/gt = 4.0343
id = 616 , gt =122 , t1 = 469.8153 , t2 =492.1875 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 3.8509 , t2/gt = 4.0343
id = 617 , gt = 84 , t1 = 333.4173 , t2 =689.0625 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0667 , t1/gt = 3.9693 , t2/gt = 8.2031
id = 618 , gt = 96 , t1 = 369.1406 , t2 =382.8125 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0370 , t1/gt = 3.8452 , t2/gt = 3.9876
id = 619 , gt = 96 , t1 = 382.8125 , t2 =765.6250 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9876 , t2/gt = 7.9753
id = 620 , gt = 96 , t1 = 382.8125 , t2 =765.6250 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9876 , t2/gt = 7.9753
id = 621 , gt =108 , t1 = 382.8125 , t2 =738.2812 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9286 , t1/gt = 3.5446 , t2/gt = 6.8359
id = 622 , gt =100 , t1 = 397.5361 , t2 =795.0721 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 623 , gt = 88 , t1 = 344.5312 , t2 =689.0625 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9151 , t2/gt = 7.8303
id = 624 , gt =120 , t1 = 356.4116 , t2 =369.1406 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 2.9701 , t2/gt = 3.0762
id = 625 , gt =120 , t1 = 344.5312 , t2 =689.0625 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 2.8711 , t2/gt = 5.7422
id = 626 , gt =104 , t1 = 413.4375 , t2 =826.8750 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 627 , gt =104 , t1 = 413.4375 , t2 =826.8750 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 628 , gt =104 , t1 = 382.8125 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0800 , t1/gt = 3.6809 , t2/gt = 3.9754
id = 629 , gt =104 , t1 = 369.1406 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1200 , t1/gt = 3.5494 , t2/gt = 3.9754
id = 630 , gt =104 , t1 = 413.4375 , t2 =607.9963 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4706 , t1/gt = 3.9754 , t2/gt = 5.8461
id = 631 , gt =104 , t1 = 413.4375 , t2 =826.8750 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 632 , gt =104 , t1 = 413.4375 , t2 =826.8750 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 633 , gt =104 , t1 = 413.4375 , t2 =826.8750 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 634 , gt =104 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 3.8225 , t2/gt = 3.9754
id = 635 , gt =104 , t1 = 413.4375 , t2 =826.8750 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 636 , gt =104 , t1 = 413.4375 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 3.9754 , t2/gt = 5.2307
id = 637 , gt =104 , t1 = 413.4375 , t2 =795.0721 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9231 , t1/gt = 3.9754 , t2/gt = 7.6449
id = 638 , gt =104 , t1 = 413.4375 , t2 =449.3886 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0870 , t1/gt = 3.9754 , t2/gt = 4.3210
id = 639 , gt =104 , t1 = 413.4375 , t2 =795.0721 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9231 , t1/gt = 3.9754 , t2/gt = 7.6449
id = 640 , gt =104 , t1 = 413.4375 , t2 =826.8750 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 641 , gt =104 , t1 = 413.4375 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2500 , t1/gt = 3.9754 , t2/gt = 4.9692
id = 642 , gt =104 , t1 = 413.4375 , t2 =826.8750 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 643 , gt = 96 , t1 = 382.8125 , t2 =765.6250 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9876 , t2/gt = 7.9753
id = 644 , gt = 96 , t1 = 382.8125 , t2 =430.6641 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1250 , t1/gt = 3.9876 , t2/gt = 4.4861
id = 645 , gt =100 , t1 = 382.8125 , t2 =397.5361 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0385 , t1/gt = 3.8281 , t2/gt = 3.9754
id = 646 , gt =100 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 3.9754 , t2/gt = 4.1344
id = 647 , gt =100 , t1 = 382.8125 , t2 =397.5361 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0385 , t1/gt = 3.8281 , t2/gt = 3.9754
id = 648 , gt =100 , t1 = 397.5361 , t2 =795.0721 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 649 , gt =100 , t1 = 265.0240 , t2 =397.5361 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 2.6502 , t2/gt = 3.9754
id = 650 , gt =100 , t1 = 397.5361 , t2 =795.0721 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 651 , gt =115 , t1 = 449.3886 , t2 =795.0721 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.7692 , t1/gt = 3.9077 , t2/gt = 6.9137
id = 652 , gt =135 , t1 = 356.4116 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4500 , t1/gt = 2.6401 , t2/gt = 3.8281
id = 653 , gt =122 , t1 = 469.8153 , t2 =492.1875 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 3.8509 , t2/gt = 4.0343
id = 654 , gt =120 , t1 = 516.7969 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 4.3066 , t2/gt = 4.5333
id = 655 , gt =115 , t1 = 430.6641 , t2 =449.3886 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0435 , t1/gt = 3.7449 , t2/gt = 3.9077
id = 656 , gt =141 , t1 = 543.9967 , t2 =574.2188 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0556 , t1/gt = 3.8581 , t2/gt = 4.0725
id = 657 , gt =130 , t1 = 258.3984 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 1.9877 , t2/gt = 3.9754
id = 658 , gt =100 , t1 = 397.5361 , t2 =738.2812 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8571 , t1/gt = 3.9754 , t2/gt = 7.3828
id = 659 , gt =100 , t1 = 397.5361 , t2 =795.0721 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 660 , gt =100 , t1 = 397.5361 , t2 =795.0721 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 661 , gt =104 , t1 = 413.4375 , t2 =645.9961 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5625 , t1/gt = 3.9754 , t2/gt = 6.2115
id = 662 , gt =100 , t1 = 397.5361 , t2 =795.0721 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 663 , gt =100 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 3.9754 , t2/gt = 4.1344
id = 664 , gt =104 , t1 = 413.4375 , t2 =607.9963 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4706 , t1/gt = 3.9754 , t2/gt = 5.8461
id = 665 , gt = 76 , t1 = 607.9963 , t2 =645.9961 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0625 , t1/gt = 8.0000 , t2/gt = 8.4999
id = 666 , gt = 80 , t1 = 607.9963 , t2 =645.9961 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0625 , t1/gt = 7.6000 , t2/gt = 8.0750
id = 667 , gt = 96 , t1 = 369.1406 , t2 =382.8125 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0370 , t1/gt = 3.8452 , t2/gt = 3.9876
id = 668 , gt =100 , t1 = 382.8125 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4211 , t1/gt = 3.8281 , t2/gt = 5.4400
id = 669 , gt =100 , t1 = 397.5361 , t2 =795.0721 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 670 , gt =100 , t1 = 397.5361 , t2 =795.0721 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 671 , gt = 76 , t1 = 574.2188 , t2 =607.9963 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0588 , t1/gt = 7.5555 , t2/gt = 8.0000
id = 672 , gt =100 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 3.9754 , t2/gt = 4.1344
id = 673 , gt =100 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 3.9754 , t2/gt = 4.1344
id = 674 , gt =100 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 3.9754 , t2/gt = 4.1344
id = 675 , gt =100 , t1 = 397.5361 , t2 =795.0721 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 676 , gt = 76 , t1 = 574.2188 , t2 =607.9963 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0588 , t1/gt = 7.5555 , t2/gt = 8.0000
id = 677 , gt = 92 , t1 = 369.1406 , t2 =738.2812 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 4.0124 , t2/gt = 8.0248
id = 678 , gt = 88 , t1 = 469.8153 , t2 =492.1875 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 5.3388 , t2/gt = 5.5930
id = 679 , gt = 92 , t1 = 469.8153 , t2 =492.1875 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 5.1067 , t2/gt = 5.3499
id = 680 , gt =100 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 3.9754 , t2/gt = 4.1344
id = 681 , gt =100 , t1 = 397.5361 , t2 =492.1875 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2381 , t1/gt = 3.9754 , t2/gt = 4.9219
id = 682 , gt = 96 , t1 = 382.8125 , t2 =397.5361 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0385 , t1/gt = 3.9876 , t2/gt = 4.1410
id = 683 , gt =100 , t1 = 397.5361 , t2 =607.9963 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5294 , t1/gt = 3.9754 , t2/gt = 6.0800
id = 684 , gt =100 , t1 = 397.5361 , t2 =795.0721 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 3.9754 , t2/gt = 7.9507
id = 685 , gt =100 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 3.9754 , t2/gt = 4.1344
id = 686 , gt = 96 , t1 = 382.8125 , t2 =469.8153 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2273 , t1/gt = 3.9876 , t2/gt = 4.8939
id = 687 , gt =100 , t1 = 397.5361 , t2 =469.8153 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1818 , t1/gt = 3.9754 , t2/gt = 4.6982
id = 688 , gt =100 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 3.9754 , t2/gt = 4.1344
id = 689 , gt = 96 , t1 = 369.1406 , t2 =382.8125 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0370 , t1/gt = 3.8452 , t2/gt = 3.9876
id = 690 , gt = 92 , t1 = 369.1406 , t2 =382.8125 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0370 , t1/gt = 4.0124 , t2/gt = 4.1610
id = 691 , gt = 92 , t1 = 369.1406 , t2 =738.2812 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 4.0124 , t2/gt = 8.0248
id = 692 , gt = 92 , t1 = 369.1406 , t2 =492.1875 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3333 , t1/gt = 4.0124 , t2/gt = 5.3499
id = 693 , gt =100 , t1 = 397.5361 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3000 , t1/gt = 3.9754 , t2/gt = 5.1680
id = 694 , gt =100 , t1 = 397.5361 , t2 =607.9963 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5294 , t1/gt = 3.9754 , t2/gt = 6.0800
id = 695 , gt = 76 , t1 = 516.7969 , t2 =607.9963 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1765 , t1/gt = 6.8000 , t2/gt = 8.0000
id = 696 , gt = 76 , t1 = 469.8153 , t2 =607.9963 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2941 , t1/gt = 6.1818 , t2/gt = 8.0000
id = 697 , gt = 92 , t1 = 469.8153 , t2 =645.9961 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3750 , t1/gt = 5.1067 , t2/gt = 7.0217
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Rumba : avg.P-score = 0.0000 , avg.ALOTC = 0.0000
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.4911
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 4.1588
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 6.0901
Samba
id = 403 , gt =100 , t1 = 516.7969 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 5.1680 , t2/gt = 5.4400
id = 404 , gt =100 , t1 = 516.7969 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 5.1680 , t2/gt = 5.4400
id = 405 , gt =100 , t1 = 397.5361 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 3.9754 , t2/gt = 5.4400
id = 406 , gt =100 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 3.9754 , t2/gt = 4.1344
id = 407 , gt =100 , t1 = 397.5361 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 3.9754 , t2/gt = 5.4400
id = 408 , gt = 92 , t1 = 469.8153 , t2 =492.1875 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 5.1067 , t2/gt = 5.3499
id = 409 , gt =100 , t1 = 397.5361 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 3.9754 , t2/gt = 5.4400
id = 410 , gt =102 , t1 = 413.4375 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 4.0533 , t2/gt = 5.3333
id = 411 , gt =104 , t1 = 413.4375 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 3.9754 , t2/gt = 5.2307
id = 412 , gt = 88 , t1 = 356.4116 , t2 =469.8153 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 4.0501 , t2/gt = 5.3388
id = 413 , gt =104 , t1 = 322.9980 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2800 , t1/gt = 3.1058 , t2/gt = 3.9754
id = 414 , gt =104 , t1 = 413.4375 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 3.9754 , t2/gt = 5.2307
id = 415 , gt =102 , t1 = 413.4375 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 4.0533 , t2/gt = 5.3333
id = 416 , gt =102 , t1 = 413.4375 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 4.0533 , t2/gt = 5.3333
id = 417 , gt = 68 , t1 = 369.1406 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4737 , t1/gt = 5.4285 , t2/gt = 8.0000
id = 418 , gt =102 , t1 = 413.4375 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 4.0533 , t2/gt = 5.3333
id = 419 , gt =102 , t1 = 397.5361 , t2 =413.4375 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 3.8974 , t2/gt = 4.0533
id = 420 , gt =102 , t1 = 413.4375 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 4.0533 , t2/gt = 5.3333
id = 421 , gt =102 , t1 = 413.4375 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 4.0533 , t2/gt = 5.3333
id = 422 , gt = 96 , t1 = 382.8125 , t2 =516.7969 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3500 , t1/gt = 3.9876 , t2/gt = 5.3833
id = 423 , gt =102 , t1 = 413.4375 , t2 =449.3886 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0870 , t1/gt = 4.0533 , t2/gt = 4.4058
id = 424 , gt =100 , t1 = 397.5361 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 3.9754 , t2/gt = 5.4400
id = 425 , gt =102 , t1 = 413.4375 , t2 =795.0721 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9231 , t1/gt = 4.0533 , t2/gt = 7.7948
id = 426 , gt =100 , t1 = 397.5361 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 3.9754 , t2/gt = 5.4400
id = 427 , gt =102 , t1 = 449.3886 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2105 , t1/gt = 4.4058 , t2/gt = 5.3333
id = 428 , gt =102 , t1 = 413.4375 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 4.0533 , t2/gt = 5.3333
id = 429 , gt =102 , t1 = 413.4375 , t2 =543.9967 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 4.0533 , t2/gt = 5.3333
