tempo / 2 :


Cha Cha
id = 489 , gt =124 , t1 =  61.5234 , t2 =123.0469 . P-score = 0.3539 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4962 , t2/gt = 0.9923
id = 690 , gt = 92 , t1 =  23.0713 , t2 = 23.9258 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0370 , t1/gt = 0.2508 , t2/gt = 0.2601
id = 691 , gt = 92 , t1 =  23.0713 , t2 = 46.1426 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2508 , t2/gt = 0.5015
id = 692 , gt = 92 , t1 =  23.0713 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3333 , t1/gt = 0.2508 , t2/gt = 0.3344
id = 693 , gt =100 , t1 =  24.8460 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3000 , t1/gt = 0.2485 , t2/gt = 0.3230
id = 694 , gt =100 , t1 =  24.8460 , t2 = 37.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5294 , t1/gt = 0.2485 , t2/gt = 0.3800
id = 695 , gt = 76 , t1 =  32.2998 , t2 = 37.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1765 , t1/gt = 0.4250 , t2/gt = 0.5000
id = 696 , gt = 76 , t1 =  29.3635 , t2 = 37.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2941 , t1/gt = 0.3864 , t2/gt = 0.5000
id = 697 , gt = 92 , t1 =  29.3635 , t2 = 40.3748 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3750 , t1/gt = 0.3192 , t2/gt = 0.4389
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Rumba : avg.P-score = 0.0000 , avg.ALOTC = 0.0000
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.4911
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 0.2599
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 0.3806
Samba
id = 403 , gt =100 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3230 , t2/gt = 0.3400
id = 404 , gt =100 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3230 , t2/gt = 0.3400
id = 405 , gt =100 , t1 =  24.8460 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.2485 , t2/gt = 0.3400
id = 406 , gt =100 , t1 =  24.8460 , t2 = 25.8398 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2485 , t2/gt = 0.2584
id = 407 , gt =100 , t1 =  24.8460 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.2485 , t2/gt = 0.3400
id = 408 , gt = 92 , t1 =  29.3635 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.3192 , t2/gt = 0.3344
id = 409 , gt =100 , t1 =  24.8460 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.2485 , t2/gt = 0.3400
id = 410 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 411 , gt =104 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2485 , t2/gt = 0.3269
id = 412 , gt = 88 , t1 =  22.2757 , t2 = 29.3635 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 0.2531 , t2/gt = 0.3337
id = 413 , gt =104 , t1 =  20.1874 , t2 = 25.8398 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2800 , t1/gt = 0.1941 , t2/gt = 0.2485
id = 414 , gt =104 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2485 , t2/gt = 0.3269
id = 415 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 416 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 417 , gt = 68 , t1 =  23.0713 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4737 , t1/gt = 0.3393 , t2/gt = 0.5000
id = 418 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 419 , gt =102 , t1 =  24.8460 , t2 = 25.8398 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2436 , t2/gt = 0.2533
id = 420 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 421 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 422 , gt = 96 , t1 =  23.9258 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3500 , t1/gt = 0.2492 , t2/gt = 0.3365
id = 423 , gt =102 , t1 =  25.8398 , t2 = 28.0868 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0870 , t1/gt = 0.2533 , t2/gt = 0.2754
id = 424 , gt =100 , t1 =  24.8460 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.2485 , t2/gt = 0.3400
id = 425 , gt =102 , t1 =  25.8398 , t2 = 49.6920 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9231 , t1/gt = 0.2533 , t2/gt = 0.4872
id = 426 , gt =100 , t1 =  24.8460 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.2485 , t2/gt = 0.3400
id = 427 , gt =102 , t1 =  28.0868 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2105 , t1/gt = 0.2754 , t2/gt = 0.3333
id = 428 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 429 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 430 , gt =100 , t1 =  24.8460 , t2 = 49.6920 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2485 , t2/gt = 0.4969
id = 431 , gt = 98 , t1 =  24.8460 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3000 , t1/gt = 0.2535 , t2/gt = 0.3296
id = 432 , gt =102 , t1 =  24.8460 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.2436 , t2/gt = 0.3333
id = 433 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 434 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 435 , gt =100 , t1 =  24.8460 , t2 = 49.6920 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2485 , t2/gt = 0.4969
id = 436 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 437 , gt =100 , t1 =  24.8460 , t2 = 49.6920 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2485 , t2/gt = 0.4969
id = 438 , gt =100 , t1 =  24.8460 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.2485 , t2/gt = 0.3400
id = 439 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 440 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 441 , gt = 88 , t1 =  29.3635 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 0.3337 , t2/gt = 0.4894
id = 442 , gt =100 , t1 =  24.8460 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3000 , t1/gt = 0.2485 , t2/gt = 0.3230
id = 443 , gt =100 , t1 =  24.8460 , t2 = 49.6920 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2485 , t2/gt = 0.4969
id = 444 , gt =100 , t1 =  24.8460 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.2485 , t2/gt = 0.3400
id = 445 , gt =100 , t1 =  24.8460 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.2485 , t2/gt = 0.3400
id = 446 , gt =100 , t1 =  24.8460 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.2485 , t2/gt = 0.3400
id = 447 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 448 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 449 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 450 , gt = 96 , t1 =  23.9258 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3500 , t1/gt = 0.2492 , t2/gt = 0.3365
id = 451 , gt =100 , t1 =  24.8460 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.2485 , t2/gt = 0.3400
id = 452 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 453 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 454 , gt = 74 , t1 =  35.8887 , t2 = 37.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0588 , t1/gt = 0.4850 , t2/gt = 0.5135
id = 455 , gt =224 , t1 =  24.8460 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.1109 , t2/gt = 0.1518
id = 456 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 457 , gt =100 , t1 =  24.8460 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3000 , t1/gt = 0.2485 , t2/gt = 0.3230
id = 458 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 459 , gt =100 , t1 =  24.8460 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.2485 , t2/gt = 0.3400
id = 460 , gt =104 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2485 , t2/gt = 0.3269
id = 461 , gt =104 , t1 =  24.8460 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2381 , t1/gt = 0.2389 , t2/gt = 0.2958
id = 462 , gt =104 , t1 =  25.8398 , t2 = 51.6797 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2485 , t2/gt = 0.4969
id = 463 , gt =104 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2485 , t2/gt = 0.3269
id = 464 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 465 , gt =104 , t1 =  25.8398 , t2 = 26.9165 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0417 , t1/gt = 0.2485 , t2/gt = 0.2588
id = 466 , gt =104 , t1 =  24.8460 , t2 = 25.8398 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2389 , t2/gt = 0.2485
id = 467 , gt =104 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2485 , t2/gt = 0.3269
id = 468 , gt =104 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2485 , t2/gt = 0.3269
id = 469 , gt =102 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2533 , t2/gt = 0.3333
id = 470 , gt =104 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2485 , t2/gt = 0.3269
id = 471 , gt =100 , t1 =  24.8460 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.2485 , t2/gt = 0.3400
id = 472 , gt =100 , t1 =  24.8460 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3000 , t1/gt = 0.2485 , t2/gt = 0.3230
id = 473 , gt =100 , t1 =  23.0713 , t2 = 24.8460 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0769 , t1/gt = 0.2307 , t2/gt = 0.2485
id = 474 , gt =104 , t1 =  14.6817 , t2 = 25.8398 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.7600 , t1/gt = 0.1412 , t2/gt = 0.2485
id = 475 , gt =104 , t1 =  25.8398 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3158 , t1/gt = 0.2485 , t2/gt = 0.3269
id = 476 , gt =104 , t1 =  25.8398 , t2 = 35.8887 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3889 , t1/gt = 0.2485 , t2/gt = 0.3451
id = 477 , gt =100 , t1 =  24.8460 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.2485 , t2/gt = 0.3400
id = 478 , gt =100 , t1 =  24.8460 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.2485 , t2/gt = 0.3400
id = 479 , gt =100 , t1 =  23.9258 , t2 = 24.8460 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0385 , t1/gt = 0.2393 , t2/gt = 0.2485
id = 480 , gt =202 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.1599 , t2/gt = 0.1683
id = 481 , gt =100 , t1 =  24.8460 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3000 , t1/gt = 0.2485 , t2/gt = 0.3230
id = 482 , gt =100 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3230 , t2/gt = 0.3400
id = 483 , gt =100 , t1 =  24.8460 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.2485 , t2/gt = 0.3400
id = 484 , gt =100 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3230 , t2/gt = 0.3400
id = 485 , gt =100 , t1 =  24.8460 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3000 , t1/gt = 0.2485 , t2/gt = 0.3230
id = 486 , gt =100 , t1 =  24.8460 , t2 = 49.6920 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2485 , t2/gt = 0.4969
id = 487 , gt =100 , t1 =  24.8460 , t2 = 25.8398 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0400 , t1/gt = 0.2485 , t2/gt = 0.2584
id = 488 , gt =100 , t1 =  24.8460 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3684 , t1/gt = 0.2485 , t2/gt = 0.3400
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Samba : avg.P-score = 0.0000 , avg.ALOTC = 0.0000
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.3423
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 0.2542
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 0.3393
Tango
id = 142 , gt =128 , t1 =  21.5332 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.1682 , t2/gt = 0.2523
id = 143 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 144 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 145 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 146 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 147 , gt =128 , t1 =  29.3635 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.2294 , t2/gt = 0.2523
id = 148 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 149 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 150 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 151 , gt =132 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2447 , t2/gt = 0.2576
id = 152 , gt =128 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2523 , t2/gt = 0.2656
id = 153 , gt =128 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2523 , t2/gt = 0.2656
id = 154 , gt =128 , t1 =  21.5332 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.1682 , t2/gt = 0.2523
id = 155 , gt =128 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2523 , t2/gt = 0.2656
id = 156 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 157 , gt =120 , t1 =  29.3635 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.2447 , t2/gt = 0.2563
id = 158 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 159 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 160 , gt =128 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2523 , t2/gt = 0.2656
id = 161 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 162 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 163 , gt =128 , t1 =  21.5332 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.1682 , t2/gt = 0.2523
id = 164 , gt =128 , t1 =  20.8386 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5500 , t1/gt = 0.1628 , t2/gt = 0.2523
id = 165 , gt =128 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2523 , t2/gt = 0.2656
id = 166 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 167 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 168 , gt =128 , t1 =  32.2998 , t2 = 35.8887 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1111 , t1/gt = 0.2523 , t2/gt = 0.2804
id = 169 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 170 , gt =132 , t1 =  22.2757 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5263 , t1/gt = 0.1688 , t2/gt = 0.2576
id = 171 , gt =132 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2447 , t2/gt = 0.2576
id = 172 , gt =132 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2447 , t2/gt = 0.2576
id = 173 , gt =132 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2330 , t2/gt = 0.2447
id = 174 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 175 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 176 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 177 , gt =124 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2481 , t2/gt = 0.2605
id = 178 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 179 , gt =128 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2523 , t2/gt = 0.2656
id = 180 , gt =128 , t1 =  30.7617 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 0.2403 , t2/gt = 0.2656
id = 181 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 182 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 183 , gt =128 , t1 =  22.2757 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4500 , t1/gt = 0.1740 , t2/gt = 0.2523
id = 184 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 185 , gt =128 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2523 , t2/gt = 0.2656
id = 186 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 187 , gt =128 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2523 , t2/gt = 0.2656
id = 188 , gt =128 , t1 =  21.5332 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.1682 , t2/gt = 0.2523
id = 189 , gt =128 , t1 =  21.5332 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.1682 , t2/gt = 0.2523
